repository,number,eligible,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
artemnefedov/JavaAI,30,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
artemnefedov/JavaAI,26,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
artemnefedov/JavaAI,22,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
dpsoft/ap-agent,31,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
databricks/databricks-sdk-java,156,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
liquibase/liquibase-databricks,88,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.3,minor,0,,
rabobank/shadow-tool,122,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
rabobank/shadow-tool,105,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
rabobank/shadow-tool,97,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
java-operator-sdk/jenvtest,139,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
java-operator-sdk/jenvtest,122,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.2,minor,0,,
aws/neptune-export,100,1,org.apache.maven.plugins:maven-javadoc-plugin,2.9.1,3.6.3,major,0,,
hantsy/jakartaee10-starter-boilerplate,45,1,org.apache.maven.plugins:maven-jxr-plugin,3.3.1,3.3.2,patch,0,,
hantsy/jakartaee10-starter-boilerplate,25,1,org.apache.maven.plugins:maven-jxr-plugin,3.3.0,3.3.1,patch,0,,
OpenFeign/querydsl,252,1,org.apache.maven.plugins:maven-plugin-plugin,3.10.2,3.11.0,minor,1,,
OpenFeign/querydsl,64,1,org.apache.maven.plugins:maven-plugin-plugin,3.6.1,3.10.2,minor,0,,
OpenFeign/querydsl,40,1,org.apache.maven.plugins:maven-pmd-plugin,3.21.0,3.21.2,patch,0,,
OpenFeign/querydsl,15,1,org.apache.maven.plugins:maven-pmd-plugin,3.14.0,3.21.0,minor,0,,
instancio/instancio,797,1,org.apache.maven.plugins:maven-pmd-plugin,3.21.0,3.21.2,patch,0,,
Swofty-Developments/HypixelSkyBlock,43,1,org.apache.maven.plugins:maven-release-plugin,2.5.2,3.0.1,major,0,,
huanmeng-qwq/Gui,2,1,org.apache.maven.plugins:maven-release-plugin,2.5.3,3.0.1,major,0,,
brenoepics/at4j,38,1,org.apache.maven.plugins:maven-resources-plugin,3.2.0,3.3.1,minor,0,,
dmlloyd/jdk-classfile-preview,2,1,org.apache.maven.plugins:maven-resources-plugin,3.3.0,3.3.1,patch,0,,
OpenFeign/querydsl,384,1,org.apache.maven.plugins:maven-scm-plugin,2.0.1,2.1.0,minor,1,,
awslabs/eventbridge-kafka-connector,248,1,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,1,,
awslabs/eventbridge-kafka-connector,137,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
awslabs/eventbridge-kafka-connector,290,1,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,1,,
alibaba/fastjson2,2510,1,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,1,,
alibaba/fastjson2,2265,1,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,1,,
alibaba/fastjson2,1901,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
MoshiCoCo/Apple-Monitor,34,1,org.apache.maven.plugins:maven-shade-plugin,2.4.3,3.5.0,major,0,,
kspalaiologos/kamilalisp,55,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
turkraft/springfilter,379,1,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,1,,
turkraft/springfilter,366,1,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,1,,
turkraft/springfilter,332,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
turkraft/springfilter,321,1,org.apache.maven.plugins:maven-shade-plugin,3.4.1,3.5.0,minor,0,,
Sstudios-Dev/Betterpvp-2.0,2,1,org.apache.maven.plugins:maven-shade-plugin,3.2.4,3.5.1,minor,0,,
whereareiam/Socialismus,26,1,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,1,,
whereareiam/Socialismus,19,1,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,1,,
whereareiam/Socialismus,6,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
bytemcnetzwerk/evelon,16,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
huanmeng-qwq/Gui,14,1,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,1,,
huanmeng-qwq/Gui,6,1,org.apache.maven.plugins:maven-shade-plugin,3.2.3,3.5.2,minor,0,,
dpsoft/ap-agent,32,1,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,1,,
OpenFeign/querydsl,368,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
OpenFeign/querydsl,17,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.0,minor,0,,
Flmelody/windward,17,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.0,minor,0,,
michelin/kstreamplify,193,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
alibaba/fastjson2,2403,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
instancio/instancio,984,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
aws/event-ruler,153,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
jhipster/jhipster-lite,9450,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
sventorben/keycloak-home-idp-discovery,344,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
turkraft/springfilter,343,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.0,minor,0,,
brenoepics/at4j,84,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
manusa/helm-java,82,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.1,minor,0,,
britka/playwrightium,35,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
dmlloyd/jdk-classfile-preview,35,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
JDK-Plus/spring-boot-starter-milvus,27,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
std-uritemplate/std-uritemplate,151,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
std-uritemplate/std-uritemplate,23,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.0,minor,0,,
artemnefedov/JavaAI,42,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
huanmeng-qwq/Gui,8,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.1,minor,0,,
liquibase/liquibase-databricks,123,1,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.1,minor,0,,
rabobank/shadow-tool,151,1,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,1,,
OpenFeign/querydsl,254,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
OpenFeign/querydsl,197,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
OpenFeign/querydsl,67,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
Flmelody/windward,38,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
Flmelody/windward,34,1,org.apache.maven.plugins:maven-surefire-plugin,2.22.2,3.2.3,major,0,,
michelin/kstreamplify,156,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
michelin/kstreamplify,149,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
michelin/kstreamplify,128,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
michelin/kstreamplify,116,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
awslabs/eventbridge-kafka-connector,214,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
awslabs/eventbridge-kafka-connector,187,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
awslabs/eventbridge-kafka-connector,164,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
awslabs/eventbridge-kafka-connector,160,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
Jojoooo1/spring-boot-api,91,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
Jojoooo1/spring-boot-api,60,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
Jojoooo1/spring-boot-api,54,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
alibaba/fastjson2,2241,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
alibaba/fastjson2,2099,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
alibaba/fastjson2,2001,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
alibaba/fastjson2,1976,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
alibaba/fastjson2,1682,1,org.apache.maven.plugins:maven-surefire-plugin,3.0.0,3.1.2,minor,1,,
instancio/instancio,877,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
instancio/instancio,847,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
instancio/instancio,803,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
instancio/instancio,787,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
kspalaiologos/kamilalisp,73,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
kspalaiologos/kamilalisp,65,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
sventorben/keycloak-restrict-client-auth,237,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
sventorben/keycloak-restrict-client-auth,214,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
sventorben/keycloak-restrict-client-auth,207,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
GoogleCloudPlatform/jit-access,256,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
GoogleCloudPlatform/jit-access,216,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
GoogleCloudPlatform/jit-access,192,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
GoogleCloudPlatform/jit-access,184,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
sventorben/keycloak-home-idp-discovery,306,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
sventorben/keycloak-home-idp-discovery,288,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
sventorben/keycloak-home-idp-discovery,269,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
sventorben/keycloak-home-idp-discovery,256,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
turkraft/springfilter,361,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
turkraft/springfilter,352,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.3,patch,1,,
turkraft/springfilter,339,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
turkraft/springfilter,320,1,org.apache.maven.plugins:maven-surefire-plugin,3.0.0-M8,3.1.2,minor,0,,
brenoepics/at4j,60,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.5,minor,1,,
brenoepics/at4j,56,1,org.apache.maven.plugins:maven-surefire-plugin,2.22.2,3.2.5,major,0,,
manusa/helm-java,12,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.5,patch,1,,
dmlloyd/jdk-classfile-preview,28,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
dmlloyd/jdk-classfile-preview,24,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
dmlloyd/jdk-classfile-preview,19,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
dmlloyd/jdk-classfile-preview,16,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
dmlloyd/jdk-classfile-preview,4,1,org.apache.maven.plugins:maven-surefire-plugin,3.0.0-M8,3.1.2,minor,0,,
hantsy/jakartaee10-starter-boilerplate,49,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
hantsy/jakartaee10-starter-boilerplate,39,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
hantsy/jakartaee10-starter-boilerplate,29,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
hantsy/jakartaee10-starter-boilerplate,26,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
YehiaFarghaly/database-engine,123,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
YehiaFarghaly/database-engine,120,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
YehiaFarghaly/database-engine,117,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
YehiaFarghaly/database-engine,114,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
apache/eventmesh-dashboard,111,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.5,patch,1,,
making/retryable-client-http-request-interceptor,19,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.5,patch,1,,
making/retryable-client-http-request-interceptor,14,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.2,minor,1,,
huanmeng-qwq/Gui,9,1,org.apache.maven.plugins:maven-surefire-plugin,2.22.2,3.2.5,major,0,,
liquibase/liquibase-databricks,99,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
liquibase/liquibase-databricks,93,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
liquibase/liquibase-databricks,79,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.0,3.2.2,minor,1,,
rabobank/shadow-tool,131,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
rabobank/shadow-tool,125,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
rabobank/shadow-tool,106,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,1,,
rabobank/shadow-tool,100,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,1,,
java-operator-sdk/jenvtest,150,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,1,,
java-operator-sdk/jenvtest,144,1,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,1,,
java-operator-sdk/jenvtest,121,1,org.apache.maven.plugins:maven-surefire-plugin,3.1.0,3.2.2,minor,1,,
hantsy/jakartaee10-starter-boilerplate,48,1,org.apache.maven.plugins:maven-surefire-report-plugin,3.2.3,3.2.5,patch,1,,
hantsy/jakartaee10-starter-boilerplate,38,1,org.apache.maven.plugins:maven-surefire-report-plugin,3.2.2,3.2.3,patch,1,,
hantsy/jakartaee10-starter-boilerplate,30,1,org.apache.maven.plugins:maven-surefire-report-plugin,3.2.1,3.2.2,patch,1,,
hantsy/jakartaee10-starter-boilerplate,23,1,org.apache.maven.plugins:maven-surefire-report-plugin,3.1.2,3.2.1,minor,1,,
OpenFeign/querydsl,399,1,org.apache.maven.plugins:maven-toolchains-plugin,3.1.0,3.2.0,minor,0,,
apache/maven-wrapper,136,1,org.apache.maven.resolver:maven-resolver-api,1.9.18,1.9.20,patch,1,,
Swofty-Developments/HypixelSkyBlock,44,1,org.apache.maven.shared:maven-invoker,2.2,3.2.0,major,0,,
apache/maven-wrapper,113,1,org.apache.maven.shared:maven-shared-utils,3.3.4,3.4.2,minor,0,,
jhipster/jhipster-lite,9459,1,org.apache.pulsar:pulsar-client,3.2.1,3.2.2,patch,0,,
jhipster/jhipster-lite,9181,1,org.apache.pulsar:pulsar-client,3.2.0,3.2.1,patch,0,,
jhipster/jhipster-lite,9070,1,org.apache.pulsar:pulsar-client,2.10.1,3.2.0,major,0,,
jhipster/jhipster-lite,9067,1,org.apache.pulsar:pulsar-client,2.10.0,2.10.1,patch,0,,
apache/eventmesh-dashboard,115,1,org.apache.rocketmq:rocketmq-client,4.9.4,4.9.8,patch,0,,
apache/eventmesh-dashboard,110,1,org.apache.rocketmq:rocketmq-tools,4.9.4,4.9.8,patch,0,,
quarkiverse/quarkus-jnosql,36,1,org.apache.solr:solr-solrj,9.2.1,9.3.0,minor,0,,
instancio/instancio,898,1,org.assertj:assertj-bom,3.25.2,3.25.3,patch,0,,no_jar
instancio/instancio,889,1,org.assertj:assertj-bom,3.25.1,3.25.2,patch,0,,no_jar
instancio/instancio,874,1,org.assertj:assertj-bom,3.25.0,3.25.1,patch,0,,no_jar
OpenFeign/querydsl,283,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,no_test
OpenFeign/querydsl,270,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
OpenFeign/querydsl,233,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
OpenFeign/querydsl,232,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
quarkiverse/quarkus-langchain4j,269,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
quarkiverse/quarkus-langchain4j,244,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
quarkiverse/quarkus-langchain4j,203,1,org.assertj:assertj-core,3.24.2,3.25.1,minor,0,,
awslabs/eventbridge-kafka-connector,233,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
awslabs/eventbridge-kafka-connector,228,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
awslabs/eventbridge-kafka-connector,204,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
awslabs/eventbridge-kafka-connector,199,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
jhipster/jhipster-lite,8837,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
jhipster/jhipster-lite,8730,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
jhipster/jhipster-lite,8499,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
jhipster/jhipster-lite,8477,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
hbelmiro/100DaysOfJava,102,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
hbelmiro/100DaysOfJava,97,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
hbelmiro/100DaysOfJava,91,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
hbelmiro/100DaysOfJava,90,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
sventorben/keycloak-restrict-client-auth,246,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
sventorben/keycloak-restrict-client-auth,234,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
sventorben/keycloak-restrict-client-auth,232,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
sventorben/keycloak-home-idp-discovery,320,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
sventorben/keycloak-home-idp-discovery,311,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
sventorben/keycloak-home-idp-discovery,301,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
sventorben/keycloak-home-idp-discovery,297,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
manusa/helm-java,41,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
manusa/helm-java,20,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
manusa/helm-java,3,1,org.assertj:assertj-core,3.24.2,3.25.1,minor,0,,
britka/playwrightium,15,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
britka/playwrightium,5,1,org.assertj:assertj-core,3.24.2,3.25.2,minor,0,,
Cosium/matrix-communication-client,45,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
Cosium/matrix-communication-client,43,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
Cosium/matrix-communication-client,40,1,org.assertj:assertj-core,3.24.2,3.25.1,minor,0,,
hantsy/jakartaee10-starter-boilerplate,54,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
hantsy/jakartaee10-starter-boilerplate,51,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
hantsy/jakartaee10-starter-boilerplate,46,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
hantsy/jakartaee10-starter-boilerplate,44,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
YehiaFarghaly/database-engine,130,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
YehiaFarghaly/database-engine,129,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
YehiaFarghaly/database-engine,122,1,org.assertj:assertj-core,3.24.2,3.25.1,minor,0,,
quarkiverse/quarkus-primefaces,161,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
quarkiverse/quarkus-primefaces,152,1,org.assertj:assertj-core,3.25.0,3.25.1,patch,0,,
quarkiverse/quarkus-primefaces,151,1,org.assertj:assertj-core,3.24.2,3.25.0,minor,0,,
java-operator-sdk/jenvtest,160,1,org.assertj:assertj-core,3.25.2,3.25.3,patch,1,0,
java-operator-sdk/jenvtest,159,1,org.assertj:assertj-core,3.25.1,3.25.2,patch,1,0,
java-operator-sdk/jenvtest,148,1,org.assertj:assertj-core,3.24.2,3.25.1,minor,0,,
awslabs/eventbridge-kafka-connector,266,1,org.awaitility:awaitility,4.2.0,4.2.1,patch,1,0,no_resolve
hbelmiro/100DaysOfJava,110,1,org.awaitility:awaitility,4.2.0,4.2.1,patch,1,0,no_resolve
java-operator-sdk/jenvtest,168,1,org.bouncycastle:bcpkix-jdk18on,1.77,1.78,minor,0,,
rabobank/shadow-tool,154,1,org.bouncycastle:bcprov-jdk18on,1.78,1.78.1,patch,1,,
rabobank/shadow-tool,150,1,org.bouncycastle:bcprov-jdk18on,1.77,1.78,minor,0,,
alibaba/fastjson2,2492,1,org.clojure:clojure,1.11.2,1.11.3,patch,0,,
alibaba/fastjson2,2308,1,org.clojure:clojure,1.11.1,1.11.2,patch,0,,
alibaba/fastjson2,2306,1,org.clojure:clojure,1.11.1,1.11.2,patch,0,,
hantsy/jakartaee10-starter-boilerplate,76,1,org.codehaus.cargo:cargo-maven3-plugin,1.10.12,1.10.13,patch,1,,
hantsy/jakartaee10-starter-boilerplate,55,1,org.codehaus.cargo:cargo-maven3-plugin,1.10.11,1.10.12,patch,1,,
hantsy/jakartaee10-starter-boilerplate,35,1,org.codehaus.cargo:cargo-maven3-plugin,1.10.7,1.10.11,patch,0,,
alibaba/fastjson2,2282,1,org.codehaus.groovy:groovy,3.0.20,3.0.21,patch,0,,
alibaba/fastjson2,2172,1,org.codehaus.groovy:groovy,3.0.19,3.0.20,patch,0,,
alibaba/fastjson2,1784,1,org.codehaus.groovy:groovy,3.0.18,3.0.19,patch,1,0,no_maven
cmu-db/benchbase,460,1,org.codehaus.janino:commons-compiler,3.1.11,3.1.12,patch,1,1,
cmu-db/benchbase,464,1,org.codehaus.janino:janino,3.1.11,3.1.12,patch,1,1,
cmu-db/benchbase,409,1,org.codehaus.janino:janino,3.1.10,3.1.11,patch,0,,
cmu-db/benchbase,371,1,org.codehaus.janino:janino,3.1.9,3.1.10,patch,0,,
OpenFeign/querydsl,50,1,org.codehaus.mojo:animal-sniffer-annotations,1.20,1.23,minor,1,0,no_test
IBM/JTOpen,142,1,org.codehaus.mojo:build-helper-maven-plugin,3.4.0,3.5.0,minor,0,,
IBM/JTOpen,139,1,org.codehaus.mojo:build-helper-maven-plugin,3.2.0,3.4.0,minor,0,,
liquibase/liquibase-databricks,78,1,org.codehaus.mojo:build-helper-maven-plugin,3.3.0,3.5.0,minor,0,,
rabobank/shadow-tool,118,1,org.codehaus.mojo:build-helper-maven-plugin,3.4.0,3.5.0,minor,0,,
turkraft/springfilter,359,1,org.codehaus.mojo:flatten-maven-plugin,1.5.0,1.6.0,minor,0,,
liquibase/liquibase-databricks,100,1,org.codehaus.mojo:flatten-maven-plugin,1.5.0,1.6.0,minor,0,,
liquibase/liquibase-databricks,83,1,org.codehaus.mojo:flatten-maven-plugin,1.4.1,1.5.0,minor,1,1,
TFyre/bambu-farm,69,1,org.codehaus.mojo:jaxb2-maven-plugin,3.1.0,3.2.0,minor,0,,
apache/maven-wrapper,109,1,org.codehaus.mojo:mrm-maven-plugin,1.5.0,1.6.0,minor,0,,
instancio/instancio,820,1,org.codehaus.mojo:versions-maven-plugin,2.16.1,2.16.2,patch,1,1,
instancio/instancio,759,1,org.codehaus.mojo:versions-maven-plugin,2.16.0,2.16.1,patch,0,,
dmlloyd/jdk-classfile-preview,21,1,org.codehaus.mojo:versions-maven-plugin,2.16.1,2.16.2,patch,1,1,
dmlloyd/jdk-classfile-preview,12,1,org.codehaus.mojo:versions-maven-plugin,2.16.0,2.16.1,patch,0,,
apache/maven-wrapper,123,1,org.codehaus.plexus:plexus-archiver,4.9.1,4.9.2,patch,1,1,
apache/maven-wrapper,115,1,org.codehaus.plexus:plexus-archiver,4.8.0,4.9.1,minor,1,0,no_test
apache/maven-wrapper,105,1,org.codehaus.plexus:plexus-archiver,4.6.2,4.8.0,minor,0,,
OpenFeign/querydsl,212,1,org.codehaus.plexus:plexus-classworlds,2.7.0,2.8.0,minor,1,1,
OpenFeign/querydsl,213,1,org.codehaus.plexus:plexus-component-annotations,2.1.1,2.2.0,minor,1,0,no_test
OpenFeign/querydsl,125,1,org.codehaus.plexus:plexus-component-annotations,1.7.1,2.1.1,major,1,0,no_compile
apache/maven-wrapper,116,1,org.codehaus.plexus:plexus-io,3.4.1,3.4.2,patch,1,0,no_test
OpenFeign/querydsl,41,1,org.codehaus.plexus:plexus-utils,3.3.0,4.0.0,major,0,,
OpenFeign/querydsl,386,1,org.codehaus.plexus:plexus-utils,4.0.0,4.0.1,patch,1,1,
usdAG/FlowMate,22,1,org.commonmark:commonmark,0.20.0,0.21.0,minor,1,1,
